obs_p,obs_q,obs_teta
0.0,1.537,0.29
0.0,1.52,0.289
0.0,1.503,0.2883333333333333
0.0,1.503,0.2879999999999999
0.0,1.537,0.2879999999999999
0.0,1.52,0.2879999999999999
0.0,1.486,0.2874999999999999
0.0,1.453,0.2875
0.0,1.436,0.287
0.0,1.436,0.287
0.0,1.42,0.287
0.0,1.403,0.2869166666666666
0.0,1.403,0.2860833333333333
0.0,1.403,0.286
0.0,1.42,0.286
0.0,1.436,0.285
0.0,1.453,0.2835
0.0,1.436,0.28125
0.0,1.436,0.2789166666666666
0.0,1.42,0.27675
0.0012,1.436,0.2749166666666666
0.0003,1.436,0.274
0.0028,1.554,0.274
0.0007,1.486,0.2751666666666666
0.0005,1.57,0.2825833333333333
0.0004,1.69,0.2925833333333333
0.0006,1.673,0.3092499999999999
0.0,1.673,0.3210833333333333
0.0001,1.707,0.323
0.0,1.741,0.3218333333333334
0.0001,1.776,0.3200833333333333
0.0,1.758,0.3184166666666667
0.0,1.758,0.3167499999999999
0.0,1.758,0.315
0.0,1.758,0.3135
0.0,1.741,0.3124166666666666
0.0,1.724,0.3111666666666666
0.0,1.707,0.3099166666666667
0.0,1.69,0.3089166666666667
0.0,1.707,0.3079999999999999
0.0,1.673,0.307
0.0,1.638,0.3060833333333334
0.0,1.604,0.3048333333333333
0.0003,1.587,0.3026666666666667
0.0,1.587,0.3
0.0,1.57,0.2970833333333333
0.0,1.554,0.2949166666666666
0.0,1.537,0.2930833333333333
0.0,1.554,0.2915
0.0,1.537,0.29
0.0,1.503,0.289
0.0,1.47,0.2889166666666666
0.0,1.453,0.2884166666666666
0.0,1.403,0.2879999999999999
0.0,1.37,0.2879999999999999
0.0,1.37,0.2879999999999999
0.0,1.37,0.2872499999999999
0.0,1.386,0.287
0.0,1.37,0.287
0.0,1.37,0.2865833333333333
0.0,1.37,0.286
0.0,1.37,0.2854166666666667
0.0,1.37,0.2844999999999999
0.0,1.386,0.2830833333333333
0.0,1.42,0.28125
0.0,1.42,0.2836666666666667
0.0,1.403,0.2969166666666666
0.0003,1.403,0.3344166666666666
0.0,1.403,0.3409166666666667
0.0,1.42,0.3385
0.0,1.47,0.3363333333333333
0.0,1.486,0.3340000000000001
0.0,1.486,0.3316666666666666
0.0,1.52,0.3290833333333333
0.0062,1.897,0.3271666666666666
0.0118,2.6,0.3434999999999999
0.004,2.749,0.3561666666666666
0.0053,4.249,0.3592499999999999
0.0059,5.491,0.3683333333333333
0.0002,7.338,0.3667499999999999
0.0,8.398,0.3609166666666666
0.0,9.997,0.3569999999999999
0.0001,10.922,0.3538333333333333
0.0003,11.862,0.354
0.0006,12.056,0.3604166666666666
0.0,11.765,0.3601666666666666
0.0,10.97,0.3567499999999999
0.0,10.021,0.3534166666666666
0.0,9.064,0.3504166666666666
0.0,8.284,0.3481666666666665
0.0,7.628,0.3454166666666665
0.0,7.182,0.34225
0.0,6.653,0.3393333333333333
0.0,6.132,0.3368333333333333
0.0,5.703,0.3345833333333334
0.0,5.343,0.33275
0.0,5.008,0.33125
0.0,4.76,0.3300833333333334
0.0,4.432,0.3291666666666668
0.0,4.27,0.3281666666666666
0.0,4.068,0.3276666666666666
0.0,3.928,0.3269166666666667
0.0,3.829,0.326
0.0,3.71,0.3253333333333334
0.0,3.632,0.3249166666666667
0.0,3.553,0.3239999999999999
0.0,3.514,0.32375
0.0,3.436,0.323
0.0,3.417,0.3229166666666667
0.0,3.417,0.3220833333333334
0.0,3.397,0.322
0.0,3.358,0.32175
0.0002,3.397,0.321
0.0017999999999999,3.358,0.321
0.0,3.339,0.3232499999999999
0.0023,3.553,0.3251666666666667
0.0024,3.73,0.33075
0.0008,3.809,0.3688333333333332
0.0,3.968,0.3636666666666666
0.0,4.249,0.3595833333333333
0.0049,4.884,0.3737499999999999
0.0,6.175,0.3654999999999999
0.0,8.057,0.3609166666666666
0.0,10.755,0.3575833333333333
0.0,11.62,0.3548333333333333
0.0,12.422,0.3520833333333333
0.0,12.914,0.3498333333333334
0.0,12.84,0.3478333333333332
0.0,11.959,0.3459166666666666
0.0001,10.875,0.3444166666666666
0.0,9.927,0.3428333333333333
0.0,9.412,0.3415833333333334
0.0,8.948,0.3403333333333333
0.0,8.626,0.3393333333333333
0.0,8.466,0.3383333333333334
0.0,8.352,0.3373333333333334
0.0,8.193,0.3363333333333333
0.0,8.011,0.3351666666666666
0.0002,7.853,0.3335000000000001
0.0,7.696,0.3323333333333333
0.0,7.516,0.3305833333333334
0.0,7.382,0.3293333333333334
0.0,7.227,0.3278333333333333
0.0,7.005,0.32675
0.0,6.829,0.3256666666666667
0.0,6.697,0.325
0.0,6.5,0.32475
0.0,6.391,0.3239999999999999
0.0026,6.24,0.3239999999999999
0.0018,6.391,0.3239999999999999
0.0,6.588,0.3239999999999999
0.0,6.631,0.3244166666666667
0.0,6.413,0.325
0.0,6.457,0.325
0.0001,6.457,0.325
0.0,6.457,0.325
0.0,6.457,0.325
0.0,6.305,0.325
0.0,6.132,0.32475
0.0,6.067,0.3239999999999999
0.0,5.874,0.3235
0.0,5.81,0.32275
0.0,5.66,0.3219166666666667
0.0,5.512,0.321
0.0,5.364,0.3199166666666666
0.0,5.28,0.319
0.0,5.092,0.318
0.0,4.987,0.3174166666666667
0.0,4.884,0.317
0.0,4.801,0.3164166666666666
0.0,4.698,0.3159999999999999
0.0,4.575,0.3159999999999999
0.0,4.473,0.3159999999999999
0.0,4.412,0.3159999999999999
0.0,4.371,0.3159999999999999
0.0,4.29,0.3159999999999999
0.0,4.229,0.3158333333333333
0.0,4.189,0.31525
0.0,4.149,0.315
0.0,4.108,0.315
0.0,4.068,0.315
0.0,4.028,0.315
0.0,4.028,0.315
0.0,4.008,0.315
0.0002,3.988,0.315
0.0026,3.988,0.315
0.0071999999999999,4.636,0.3186666666666666
0.0057,5.618,0.344
0.0066,7.227,0.35675
0.0006,9.833,0.3581666666666667
0.0005,12.203,0.3576666666666667
0.0,13.557,0.3551666666666666
0.0,15.418,0.3524166666666666
0.0,16.956,0.3499166666666667
0.0,17.423,0.3478333333333332
0.0,17.138,0.3456666666666665
0.0002,15.979,0.3439999999999999
0.0003,14.356,0.3425833333333334
0.0,12.692,0.3413333333333334
0.0,11.282,0.3400833333333333
0.0,10.162,0.3390833333333333
0.0,9.482,0.3380000000000001
0.0,8.856,0.3370833333333334
0.0,8.398,0.3362499999999999
0.0,8.034,0.3355833333333333
0.0,7.628,0.335
0.0,7.382,0.3340833333333333
0.0,7.027,0.3338333333333333
0.0,6.807,0.3330000000000001
0.0,6.566,0.3326666666666666
0.0,6.37,0.3319999999999999
0.0,6.196,0.3313333333333333
0.0,6.024,0.3304166666666667
0.0,5.852,0.3292500000000001
0.0,5.682,0.3289166666666667
0.0,5.533,0.3281666666666666
0.0,5.406,0.3284999999999999
0.0008999999999999,5.364,0.3407499999999999
0.0006,5.491,0.3449166666666666
0.0,5.322,0.3434166666666666
0.0001,5.301,0.3420833333333333
0.0008999999999999,5.449,0.3410000000000001
0.0,5.66,0.3419166666666667
0.0,5.895,0.3415833333333334
0.0012,5.852,0.3410000000000001
0.0001,5.831,0.3408333333333334
0.0007,5.874,0.347
0.0008,5.874,0.3509166666666666
0.001,6.067,0.3680833333333334
0.0002,6.348,0.3681666666666665
0.0,6.697,0.3674166666666665
0.0,7.093,0.3636666666666666
0.0,7.718,0.3604166666666666
0.0,8.261,0.35775
0.0,8.741,0.3550833333333333
0.0,9.087,0.3528333333333333
0.0,8.994,0.3503333333333334
0.0,8.741,0.3479999999999999
0.0,8.329,0.3458333333333332
0.0,7.853,0.3441666666666665
0.0,7.472,0.34275
0.0,7.182,0.3415000000000001
0.0,6.895,0.3403333333333333
0.0,6.719,0.3395833333333333
0.0,6.544,0.3388333333333333
0.0,6.5,0.338
0.0,6.457,0.338
0.0,6.435,0.338
0.0,6.479,0.3379166666666667
0.0,6.457,0.3371666666666668
0.0,6.522,0.3370000000000001
0.0,6.522,0.3365
0.0,6.5,0.3359999999999999
0.0,6.413,0.3359166666666666
0.0,6.435,0.335
0.0,6.37,0.335
0.0,6.348,0.33425
0.0,6.305,0.3331666666666668
0.0,6.24,0.3321666666666666
0.0,6.218,0.3310833333333333
0.0,6.153,0.33025
0.0,6.067,0.3299166666666667
0.0,6.067,0.329
0.0,5.96,0.3283333333333333
0.0,5.852,0.3278333333333333
0.0,5.81,0.327
0.0,5.767,0.327
0.0,5.746,0.3266666666666667
0.0,5.746,0.3261666666666667
0.0,5.66,0.326
0.0,5.576,0.32575
0.0,5.533,0.3251666666666667
0.0,5.449,0.325
0.0,5.406,0.325
0.0,5.322,0.3249166666666667
0.0,5.322,0.3244166666666667
0.0,5.238,0.3239999999999999
0.0,5.217,0.3239999999999999
0.0,5.217,0.3239999999999999
0.0,5.196,0.3238333333333333
0.0,5.112,0.323
0.0,5.071,0.32225
0.0,5.05,0.3216666666666667
0.0,4.925,0.321
0.0,4.904,0.3201666666666666
0.0,4.842,0.3194166666666666
0.0,4.78,0.319
0.0,4.698,0.31825
0.0,4.636,0.318
0.0,4.554,0.318
0.0,4.493,0.318
0.0,4.432,0.3175833333333334
0.0,4.391,0.3170833333333334
0.0,4.351,0.317
0.0,4.29,0.317
0.0,4.27,0.317
0.0,4.229,0.317
0.0,4.189,0.317
0.0,4.189,0.317
0.0016,4.169,0.317
0.002,4.33,0.317
0.0001,4.677,0.317
0.0,4.616,0.317
0.0,4.554,0.317
0.0,4.534,0.317
0.0,4.739,0.3166666666666666
0.0002,4.575,0.3159999999999999
0.0,4.534,0.3158333333333333
0.0,4.534,0.315
0.0,4.432,0.3143333333333333
0.0,4.33,0.3136666666666667
0.0,4.249,0.313
0.0,4.169,0.3126666666666666
0.0,4.068,0.3119999999999999
0.0,3.968,0.3119999999999999
0.0,3.869,0.3119999999999999
0.0,3.71,0.3119999999999999
0.0,3.73,0.3119999999999999
0.0,3.671,0.3119999999999999
0.0,3.612,0.3119999999999999
0.0,3.592,0.3119999999999999
0.0,3.534,0.3119999999999999
0.0,3.651,0.3119999999999999
0.0,3.77,0.3119999999999999
0.0,3.73,0.3119999999999999
0.0,3.534,0.3119999999999999
0.0,3.534,0.3119999999999999
0.0,3.417,0.3119999999999999
0.0,3.417,0.3118333333333333
0.0003,3.358,0.311
0.0,3.378,0.311
0.0,3.417,0.31075
0.0,3.358,0.31
0.0,3.32,0.3095833333333334
0.0,3.281,0.309
0.0005,3.281,0.3079999999999999
0.0,3.223,0.3079999999999999
0.0,3.204,0.3084166666666667
0.0,3.147,0.3084166666666667
0.0,3.127,0.3086666666666667
0.0004,3.108,0.3090833333333334
0.0,3.089,0.31
0.0001,3.089,0.3105
0.0,3.089,0.3114999999999999
0.0,3.07,0.3119166666666666
0.0,3.013,0.3119999999999999
0.0,2.975,0.3125
0.0,2.956,0.313
0.0,2.937,0.313
0.0,2.937,0.313
0.0,2.918,0.3130833333333334
0.0,2.899,0.3131666666666667
0.0,2.899,0.3135
0.0,2.937,0.3130833333333334
0.0,2.824,0.3123333333333333
0.0,2.824,0.3116666666666666
0.0,2.787,0.311
0.0,2.824,0.3100833333333334
0.0,2.768,0.3099166666666667
0.0,2.787,0.3090833333333334
0.0,2.712,0.309
0.0,2.674,0.309
0.0,2.619,0.3084166666666667
0.0,2.582,0.3084166666666666
0.0,2.582,0.3080833333333332
0.0,2.545,0.3079999999999999
0.0,2.526,0.3079999999999999
0.0,2.526,0.3079999999999999
0.0,2.49,0.3079999999999999
0.0,2.49,0.3079999999999999
0.0,2.471,0.3079999999999999
0.0,2.453,0.3079999999999999
0.0,2.453,0.3079999999999999
0.0,2.435,0.3079999999999999
0.0,2.435,0.3079999999999999
0.0,2.471,0.3079999999999999
0.0,2.471,0.3079166666666666
0.0,2.453,0.307
0.0,2.435,0.30625
0.0,2.435,0.3056666666666667
0.0,2.453,0.3049166666666666
0.0,2.471,0.3039999999999999
0.0,2.416,0.3037499999999999
0.0,2.38,0.303
0.0,2.362,0.303
0.0,2.325,0.3025833333333333
0.0,2.271,0.3021666666666667
0.0,2.253,0.302
0.0,2.235,0.302
0.0,2.217,0.302
0.0,2.199,0.302
0.0,2.199,0.302
0.0,2.199,0.302
0.0,2.199,0.302
0.0,2.199,0.302
0.0,2.181,0.302
0.0,2.199,0.302
0.0,2.181,0.302
0.0,2.199,0.302
0.0,2.217,0.302
0.0,2.217,0.302
0.0,2.235,0.3019166666666666
0.0,2.199,0.301
0.0,2.199,0.3000833333333332
0.0,2.181,0.2999166666666666
0.0,2.199,0.299
0.0,2.163,0.2986666666666667
0.0,2.163,0.298
0.0,2.163,0.29725
0.0,2.109,0.297
0.0,2.092,0.297
0.0,2.074,0.297
0.0,2.074,0.297
0.0,2.056,0.297
0.0001,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.038,0.297
0.0,2.021,0.297
0.0,2.056,0.297
0.0,2.038,0.297
0.0,2.038,0.2960833333333332
0.0013,2.038,0.2959999999999999
0.0,2.038,0.2954166666666666
0.0001,2.003,0.2946666666666666
0.0003,2.038,0.2948333333333333
0.0,2.109,0.2959166666666666
0.0003,2.092,0.2959999999999999
0.0,2.092,0.2959999999999999
0.0,2.145,0.2968333333333334
0.0,2.021,0.297
0.0,2.021,0.297
0.0,2.021,0.297
0.0,2.003,0.297
0.0,2.021,0.2970833333333334
0.0,2.021,0.2973333333333334
0.0,2.021,0.2975833333333333
0.0,2.003,0.2975833333333333
0.0,1.985,0.2975
0.0,1.968,0.298
0.0,1.968,0.298
0.0,1.968,0.298
0.0,1.968,0.298
0.0,1.985,0.298
0.0,1.985,0.298
0.0,1.968,0.298
0.0,1.95,0.2970833333333333
0.0,1.95,0.2964166666666666
0.0,1.95,0.2957499999999999
0.0,1.968,0.295
0.0,1.933,0.294
0.0,1.915,0.2939166666666666
0.0,1.897,0.293
0.0,1.933,0.293
0.0,1.933,0.293
0.0,1.933,0.293
0.0,2.003,0.293
0.0,2.003,0.293
0.0,1.897,0.293
0.0,1.81,0.293
0.0,1.793,0.293
0.0,1.776,0.293
0.0,1.758,0.293
0.0,1.758,0.293
0.0,1.758,0.293
0.0,1.776,0.2936666666666667
0.0,1.776,0.29375
0.0,1.793,0.2934166666666667
0.0,1.828,0.293
0.0,1.863,0.2925833333333332
0.0,1.758,0.2919999999999999
0.0,1.758,0.2919999999999999
0.0,1.793,0.2919999999999999
0.0002,1.793,0.2911666666666666
0.0004,1.793,0.291
0.0008,1.81,0.2912499999999999
0.0008,1.845,0.2919999999999999
0.001,1.88,0.2925
0.0007,1.95,0.2933333333333333
0.0037,2.127,0.3025
0.003,2.307,0.3344166666666667
0.0023,2.787,0.3460833333333333
0.0016,3.223,0.3512499999999999
0.0008,3.573,0.3532499999999999
0.0012,4.068,0.3520833333333332
0.0003,4.432,0.3519166666666666
0.0001,4.822,0.3505833333333333
0.0001,5.154,0.3499166666666666
0.0,5.449,0.3487499999999999
0.0001,5.491,0.3474166666666666
0.0,5.406,0.3458333333333334
0.0,5.343,0.3444166666666666
0.0,5.259,0.3429166666666667
0.0,5.112,0.3415000000000001
0.0,4.842,0.3403333333333333
0.0,4.554,0.3393333333333333
0.0,4.412,0.3380833333333333
0.0,4.149,0.3364999999999999
0.0,3.908,0.3355833333333333
0.0001,3.77,0.3343333333333333
0.0003,3.573,0.3334166666666667
0.0,3.456,0.3324999999999999
0.0004,3.339,0.3319999999999999
0.0006,3.262,0.3330000000000001
0.0001,3.204,0.334
0.0,3.185,0.3340833333333333
0.0,3.166,0.3340833333333333
0.0,3.243,0.334
0.0,3.223,0.334
0.0,3.032,0.3333333333333334
0.0,2.937,0.3330000000000001
0.0,2.918,0.3329166666666667
0.0,2.88,0.3319999999999999
0.0,2.862,0.3319999999999999
0.0,2.824,0.3313333333333333
0.0,2.787,0.331
0.0,2.749,0.3309166666666667
0.0,2.693,0.33
0.0,2.674,0.33
0.0,2.674,0.3294166666666667
0.0,2.73,0.329
0.0,2.749,0.3289166666666667
0.0,2.862,0.3279999999999999
0.0,3.051,0.32725
0.0,3.089,0.3260833333333333
0.0,3.185,0.326
0.0,3.223,0.326
0.0,3.185,0.326
0.0,3.147,0.32575
0.0,3.185,0.3253333333333334
0.0,3.127,0.325
0.0,2.975,0.325
0.0,2.843,0.325
0.0,2.768,0.325
0.0,2.73,0.3243333333333333
0.0,2.693,0.3239999999999999
0.0,2.674,0.3239999999999999
0.0,2.637,0.3239999999999999
0.0,2.656,0.3239999999999999
0.0,2.637,0.3239999999999999
0.0,2.637,0.3230833333333333
0.0,2.656,0.323
0.0002,2.619,0.3225
0.0,2.619,0.322
0.0,2.637,0.32175
0.0,2.674,0.3211666666666667
0.0,2.637,0.3211666666666667
0.0,2.637,0.321
0.0,2.619,0.32075
0.0,2.6,0.3199999999999999
0.0,2.674,0.3199999999999999
0.0,2.712,0.32025
0.0,2.693,0.3210833333333334
0.0,2.674,0.322
0.0,2.619,0.3225833333333333
0.0,2.637,0.323
0.0,2.637,0.323
0.0,2.619,0.323
0.0,2.619,0.323
0.0,2.619,0.323
0.0,2.619,0.323
0.0,2.6,0.323
0.0,2.619,0.323
0.0,2.619,0.323
0.0,2.637,0.3229166666666667
0.0,2.6,0.322
0.0,2.6,0.32175
0.0,2.6,0.3205833333333333
0.0,2.582,0.3196666666666666
0.0,2.563,0.3189166666666667
0.0,2.526,0.318
0.0,2.49,0.3174166666666667
0.0,2.453,0.317
0.0,2.416,0.3169166666666667
0.0,2.344,0.3159999999999999
0.0,2.253,0.3159999999999999
0.0,2.217,0.3159999999999999
0.0,2.199,0.3159999999999999
0.0,2.163,0.3159999999999999
0.0,2.163,0.3159999999999999
0.0,2.163,0.3159999999999999
0.0,2.145,0.3159999999999999
0.0,2.127,0.3159999999999999
0.0,2.127,0.3159999999999999
0.0,2.127,0.3159999999999999
0.0,2.127,0.3159999999999999
0.0,2.145,0.3159999999999999
0.0,2.163,0.3159999999999999
0.0,2.217,0.31525
0.0,2.199,0.3143333333333333
0.0,2.199,0.31375
0.0,2.199,0.313
0.0,2.199,0.3125833333333332
0.0,2.199,0.3119999999999999
0.0,2.199,0.3119999999999999
0.0,2.145,0.3116666666666666
0.0,2.199,0.3112499999999999
0.0,2.109,0.311
0.0,2.092,0.311
0.0,2.092,0.311
0.0,2.109,0.3106666666666666
0.0,2.109,0.3101666666666666
0.0,2.109,0.31
0.0,2.109,0.31
0.0,2.109,0.31
0.0,2.092,0.31
0.0,2.092,0.31
0.0,2.074,0.31
0.0,2.092,0.31
0.0,2.092,0.31
0.0,2.109,0.31
0.0,2.109,0.31
0.0,2.127,0.3098333333333333
0.0001,2.109,0.309
0.0012,2.127,0.309
0.0004,2.145,0.31725
0.0002,2.217,0.3216666666666667
0.0019,2.435,0.3214166666666667
0.0,2.416,0.3264166666666666
0.0,2.619,0.3270833333333333
0.0,2.712,0.327
0.0,2.73,0.3264166666666667
0.0001,2.6,0.3260833333333333
0.0,2.582,0.3260833333333333
0.0,2.563,0.326
0.0,2.619,0.326
0.0,2.73,0.3255833333333334
0.0,2.712,0.325
0.0,2.619,0.325
0.0,2.526,0.32475
0.0,2.49,0.3239999999999999
0.0,2.453,0.3239999999999999
0.0,2.435,0.3239166666666666
0.0,2.416,0.32325
0.0,2.38,0.323
0.0,2.38,0.323
0.0,2.362,0.32275
0.0,2.38,0.3218333333333333
0.0,2.38,0.3209166666666667
0.0,2.344,0.3199166666666666
0.0,2.307,0.319
0.0,2.289,0.318
0.0,2.289,0.3171666666666667
0.0,2.289,0.3159999999999999
0.0,2.235,0.3157499999999999
0.0,2.217,0.31525
0.0,2.163,0.315
0.0,2.127,0.315
0.0,2.127,0.315
0.0,2.109,0.315
0.0,2.092,0.315
0.0,2.074,0.31475
0.0,2.074,0.3144166666666667
0.0,2.074,0.314
0.0,2.145,0.314
0.0,2.38,0.314
0.0,2.362,0.314
0.0,2.289,0.314
0.0,2.253,0.314
0.0,2.127,0.314
0.0,2.092,0.3132500000000001
0.0,2.092,0.3124999999999999
0.0,2.092,0.3116666666666666
0.0,2.092,0.31075
0.0,2.092,0.3099166666666667
0.0,2.074,0.3089166666666667
0.0,2.038,0.3081666666666666
0.0,2.038,0.3073333333333333
0.0,2.021,0.307
0.0,1.985,0.3068333333333333
0.0,1.985,0.3067499999999999
0.0,1.968,0.3069166666666666
0.0,1.95,0.30675
0.0,1.95,0.306
0.0,1.933,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.915,0.306
0.0,1.933,0.306
0.0,1.95,0.3055833333333334
0.0,1.968,0.305
0.0,1.915,0.3040833333333332
0.0,1.968,0.3028333333333333
0.0,1.95,0.3018333333333333
0.0,1.95,0.3009166666666666
0.0,1.95,0.2999999999999999
0.0,1.915,0.2991666666666666
0.0,1.897,0.299
0.0,1.863,0.2989166666666666
0.0,1.845,0.2986666666666666
0.0,1.845,0.2981666666666667
0.0,1.828,0.298
0.0,1.828,0.298
0.0,1.828,0.298
0.0,1.81,0.2980833333333333
0.0,1.81,0.2981666666666666
0.0,1.81,0.298
0.0,1.81,0.298
0.0,1.81,0.2984166666666666
0.0,1.81,0.298
0.0,1.81,0.2980833333333333
0.0,1.81,0.2984166666666666
0.0,1.81,0.298
0.0,1.845,0.298
0.0,1.845,0.2979166666666666
0.0,1.845,0.297
0.0,1.81,0.297
0.0,1.828,0.2966666666666666
0.0,1.845,0.2959999999999999
0.0,1.828,0.2959999999999999
0.0,1.845,0.2959999999999999
0.0,1.863,0.2954166666666666
0.0,1.863,0.295
0.0,1.845,0.2952499999999999
0.0,1.828,0.295
0.0,1.828,0.2956666666666666
0.0,1.845,0.295
0.0,1.828,0.295
0.0,1.828,0.295
0.0,1.81,0.2950833333333333
0.0,1.81,0.295
0.0,1.793,0.2950833333333333
0.0,1.81,0.295
0.0,1.793,0.295
0.0,1.793,0.295
0.0,1.793,0.295
0.0,1.81,0.2950833333333333
0.0,1.828,0.2953333333333333
0.0,1.828,0.2952499999999999
0.0,1.828,0.295
0.0,1.845,0.2936666666666667
0.0,1.863,0.2926666666666666
0.0,1.845,0.2913333333333333
0.0,1.863,0.29025
0.0,1.88,0.2891666666666667
0.0,1.863,0.2882499999999999
0.0,1.793,0.2867499999999999
0.0,1.776,0.2841666666666667
0.0,1.758,0.2861666666666666
0.0,1.741,0.287
0.0,1.724,0.2876666666666665
0.0,1.707,0.2879999999999999
0.0,1.707,0.2879999999999999
0.0,1.69,0.28825
0.0,1.69,0.2884166666666666
0.0,1.69,0.2888333333333333
0.0,1.69,0.2888333333333334
0.0,1.69,0.289
0.0,1.673,0.289
0.0,1.69,0.289
0.0,1.673,0.2888333333333334
0.0,1.707,0.289
0.0,1.741,0.2883333333333333
0.0,1.741,0.2873333333333333
0.0,1.707,0.2861666666666667
0.0,1.724,0.2850833333333333
0.0,1.707,0.2841666666666666
0.0,1.724,0.2831666666666666
0.0,1.741,0.2820833333333333
0.0,1.724,0.282
0.0,1.724,0.28175
0.0,1.69,0.28125
0.0,1.673,0.2810000000000001
0.0,1.655,0.2815833333333333
0.0,1.638,0.2816666666666667
0.0,1.621,0.282
0.0,1.604,0.282
0.0,1.604,0.282
0.0,1.587,0.282
0.0,1.587,0.282
0.0,1.587,0.282
0.0,1.587,0.282
0.0,1.587,0.282
0.0,1.587,0.282
0.0,1.604,0.282
0.0,1.621,0.282
0.0,1.655,0.282
0.0,1.638,0.2810000000000001
0.0,1.655,0.2793333333333332
0.0,1.724,0.2780833333333333
0.0,1.655,0.2768333333333334
0.0,1.655,0.2754166666666666
0.0,1.638,0.27425
0.0,1.604,0.274
0.0,1.604,0.27375
0.0,1.57,0.2730833333333334
0.0,1.554,0.2730000000000001
0.0,1.554,0.2730000000000001
0.0,1.537,0.2731666666666667
0.0,1.537,0.2733333333333334
0.0,1.537,0.2739166666666667
0.0,1.52,0.274
0.0,1.52,0.274
0.0,1.52,0.274
0.0,1.503,0.274
0.0,1.503,0.274
0.0,1.503,0.2741666666666666
0.0,1.503,0.2741666666666666
0.0004,1.52,0.2749999999999999
0.0,1.554,0.274
0.0,1.554,0.2733333333333334
0.0,1.57,0.2719166666666666
0.0,1.621,0.2705
0.0,1.673,0.2693333333333334
0.0,1.604,0.2674166666666666
0.0,1.587,0.2664166666666667
0.0,1.57,0.2652500000000001
0.0,1.503,0.265
0.0,1.486,0.2645000000000001
0.0,1.486,0.264
0.0,1.486,0.2640833333333334
0.0,1.47,0.264
0.0,1.453,0.26475
0.0,1.436,0.26475
0.0,1.436,0.2646666666666667
0.0,1.436,0.265
0.0,1.436,0.265
0.0,1.42,0.265
0.0,1.47,0.265
0.0,1.673,0.265
0.0,1.655,0.26525
0.0,1.587,0.2659166666666667
0.0,1.436,0.2659166666666667
0.0,1.436,0.265
0.0,1.503,0.2643333333333333
0.0,1.52,0.2625
0.0,1.537,0.26075
0.0,1.486,0.2590833333333333
0.0,1.47,0.2571666666666667
0.0,1.47,0.25575
0.0,1.47,0.2543333333333333
0.0,1.47,0.2530833333333334
0.0,1.47,0.2524999999999999
0.0,1.486,0.25225
0.0,1.453,0.2525833333333334
0.0,1.42,0.25275
0.0,1.42,0.253
0.0,1.403,0.253
0.0,1.386,0.253
0.0,1.386,0.2536666666666666
0.0,1.37,0.254
0.0,1.37,0.254
0.0,1.37,0.254
0.0,1.37,0.25425
0.0,1.37,0.2543333333333333
0.0,1.37,0.2549999999999999
0.0,1.386,0.2549999999999999
0.0,1.386,0.25475
0.0,1.42,0.25375
0.0,1.436,0.2524166666666665
0.0,1.386,0.2512499999999999
0.0,1.386,0.2501666666666666
0.0,1.403,0.2491666666666667
0.0,1.403,0.2485
0.0,1.42,0.248
0.0,1.403,0.2470833333333333
0.0,1.37,0.2469999999999999
0.0,1.37,0.2469999999999999
0.0,1.386,0.2469999999999999
0.0,1.37,0.2469999999999999
0.0,1.353,0.2469999999999999
0.0,1.353,0.2469999999999999
0.0,1.353,0.2474166666666667
0.0,1.353,0.2479166666666667
0.0,1.353,0.248
0.0,1.353,0.248
0.0,1.353,0.248
0.0,1.353,0.248
0.0,1.353,0.2480833333333333
0.0,1.353,0.24825
0.0,1.353,0.2486666666666667
0.0,1.37,0.2485833333333333
0.0,1.37,0.2478333333333333
0.0,1.403,0.2465833333333333
0.0,1.42,0.2455833333333333
0.0,1.403,0.2445833333333333
0.0,1.42,0.2437499999999999
0.0,1.42,0.2424166666666666
0.0,1.436,0.2413333333333334
0.0,1.436,0.24075
0.0,1.42,0.24
0.0,1.386,0.24
0.0,1.403,0.24
0.0,1.353,0.24
0.0,1.37,0.24
0.0,1.353,0.2405
0.0,1.353,0.2409166666666667
0.0,1.337,0.241
0.0,1.337,0.241
0.0,1.337,0.241
0.0,1.337,0.241
0.0,1.32,0.2410833333333334
0.0,1.32,0.2416666666666666
0.0,1.32,0.2418333333333333
0.0,1.337,0.2418333333333333
0.0,1.353,0.2410833333333334
0.0,1.37,0.2406666666666667
0.0,1.386,0.2396666666666666
0.0,1.386,0.23825
0.0,1.386,0.2366666666666666
0.0,1.403,0.2351666666666666
0.0,1.403,0.2339166666666667
0.0,1.386,0.2329166666666667
0.0,1.37,0.2321666666666667
0.0,1.353,0.232
0.0,1.353,0.2318333333333333
0.0,1.337,0.2315833333333333
0.0,1.32,0.232
0.0,1.32,0.2319166666666667
0.0,1.32,0.232
0.0,1.304,0.232
0.0,1.288,0.232
0.0,1.271,0.232
0.0,1.255,0.232
0.0,1.271,0.232
0.0,1.271,0.232
0.0,1.255,0.232
0.0,1.255,0.232
0.0,1.271,0.232
0.0,1.288,0.232
0.0,1.304,0.232
